parent_income,assets,family_size,student_earnings,high_school_gpa,college_savings,loan_debt,extracurriculars,volunteer_hours,aid_amount
88165,43370,8,8239,3.8786056957619373,86126,37581,4,454,32604
80981,184788,4,11265,2.421897549433748,22246,48729,6,293,46731
143696,55385,2,14577,2.1108358170226436,12872,15241,3,214,27735
199693,180549,5,594,2.8104121862433185,41765,19538,3,219,37796
125486,79433,3,19615,2.388077299970935,51051,25038,7,227,37063
90668,180472,3,25091,3.9063669870551534,66757,45434,6,98,4017
196629,145409,6,12780,2.038705100660308,49740,46546,1,303,31526
145995,124420,1,26197,3.403797905024432,86943,29075,5,297,26223
98336,136738,3,15801,3.119246550063454,95166,40198,8,352,22444
89213,198794,6,4043,2.4616612712628156,70306,43336,9,110,49158
191877,17430,6,12301,3.0031906495495893,26571,7186,4,471,6575
188744,23076,4,2944,2.42837893158014,12906,6134,7,343,31693
64023,174453,1,24050,3.714195619044242,20254,10803,1,318,29431
111165,64298,7,15565,3.6420526776786146,33638,6260,7,24,24990
40639,92183,3,23916,2.0222662204118778,97908,8189,1,80,3562
22917,29141,5,8095,2.788588381581338,77909,3271,3,160,13422
107268,65781,2,23777,2.56631415571597,49225,20568,0,139,20634
60747,146581,1,12322,2.4807040552267816,15672,39455,6,123,31690
150083,26441,8,3956,2.8121510683688884,30238,34157,4,46,9732
127199,63821,9,28396,3.68889940028051,8347,19958,6,155,38914
80399,160019,2,28177,3.1476989989857325,39311,11382,9,246,7868
196670,3066,1,28475,3.9848507422523944,20081,30229,5,262,40667
189962,149526,3,13174,2.2754585057400085,3992,17896,2,224,48902
176810,112011,7,26072,2.5392755102523052,14559,47165,8,463,30237
125721,111140,9,855,2.5036512266130133,2640,39299,8,305,5502
133582,170301,3,20189,3.3381431100212597,38021,15819,4,414,11528
31752,147097,4,6043,2.5972312495186927,15496,16517,4,96,24499
62248,34663,3,2831,3.1064820637766326,62819,21176,4,200,36093
188356,159015,4,29598,3.899992693963172,77811,14311,3,298,22064
169090,123158,3,12593,2.1707635639927716,51532,31246,4,416,41711
184177,42276,8,23321,3.543775113764986,34893,12584,4,367,8858
64764,30592,3,29347,3.3561523134262616,62444,34530,4,397,2499
77656,100749,4,22796,3.5650877778504313,30412,41557,9,48,17075
171100,7133,5,11142,3.81743588549431,81699,6676,0,344,13935
29221,173621,4,21192,3.9303276316181934,95147,29217,4,251,42082
32730,119427,5,7617,2.3544637710728367,17290,18516,5,412,25353
174607,122801,7,21564,3.17622667551663,72040,24997,0,368,29254
59413,19296,3,11900,2.001700491053814,62500,18776,4,364,45084
69846,126990,1,3336,3.681906293230597,31486,21480,6,281,5764
193251,100370,3,5475,3.3033079642910694,35855,1350,4,186,43871
153253,30598,8,1219,2.775028637095555,79938,8801,8,286,24896
101858,58531,7,11109,2.208953831085716,94858,14345,5,162,6882
38462,173777,4,1860,2.290718315539353,22099,48361,8,366,1897
24739,28228,6,347,2.7986747165787356,27266,9431,0,61,17748
94262,13144,3,10268,2.827724305643237,26027,19563,0,181,15469
78971,71460,1,9841,3.8773174381306403,50225,9207,2,114,9618
187061,20419,5,7829,3.266493600166555,93639,39141,2,323,12427
56530,133964,4,8170,3.400394184250029,35152,40735,1,222,7720
22318,29335,4,1456,3.9127049624043844,37716,36676,9,365,13201
48285,122341,4,2672,2.111362065452713,84664,8756,5,110,4108
160367,77633,3,11023,2.247972288388593,18483,44651,8,233,7675
94542,124984,1,14305,2.347114220657598,36285,16878,6,423,7237
135239,15510,4,541,2.2457911493178733,90710,23779,1,172,11093
167745,14897,1,26922,3.1019175666191656,45627,2297,2,418,23154
138347,2846,4,23963,3.109932142223218,98790,14798,9,322,36804
171646,193751,9,18582,3.9164270533057675,14448,8222,9,189,33842
62643,3979,3,2663,2.96643935681434,79375,12951,4,16,4875
138286,34164,9,15504,3.449043224807297,43894,10191,6,374,47527
167481,194184,1,17482,2.3192248730445817,15080,20345,8,22,38731
161853,175617,3,1137,3.6024052746697235,34942,6616,9,22,14703
165226,95593,2,20648,2.0766641531206504,9246,27317,3,269,32996
139536,12931,3,580,3.1078200341203663,79281,40318,9,192,15841
167322,69107,9,26971,2.8412395646709516,54939,45050,4,393,13868
28212,184868,7,19280,3.80563653425325,21441,14648,4,476,33422
72053,4350,3,19022,3.832965331340769,73570,38306,5,389,22690
196326,138570,4,3560,2.8972658745828532,30721,25430,5,489,40356
189499,98410,1,7685,3.4678369167595946,38182,29746,3,16,25693
109954,83776,1,29420,3.710224939191836,26381,4856,2,364,16494
42145,49771,9,10902,2.661861763036773,49393,2866,6,112,12841
31379,100920,5,14370,2.566364389120991,56872,45112,1,97,35665
140963,133816,4,15387,2.239758249817399,84735,48521,4,369,23925
183946,169563,9,20221,3.705656977113265,80126,15972,7,197,37236
36744,54548,7,18578,3.204208671249102,86297,38752,4,83,2069
22416,192691,1,6283,2.8533420255619015,67931,25103,5,98,33637
137444,112015,9,28414,3.3915180586436486,27209,37843,7,361,32560
29226,79264,6,16195,2.983793140174529,56050,23996,7,140,34546
69566,72718,4,5777,2.54509117182844,70881,1508,2,310,28551
71200,156940,2,16762,2.8763931356182955,53503,40260,2,168,32570
51420,136471,6,415,2.7938688123202904,55271,39978,5,93,4960
34535,157357,1,13729,2.295608666481734,66255,7550,6,498,49245
36305,13700,4,15655,2.8081785344157932,6508,48514,7,416,5025
46005,173437,5,28759,3.3051738994377766,37184,15499,7,345,32977
35553,122230,6,14961,3.8247084502063684,78941,41396,2,468,19998
182532,37607,4,1227,3.924104639048587,68349,31155,5,486,22972
44280,87468,1,25731,3.035182959242828,32709,24254,0,421,40359
36847,69186,6,29262,2.094237718398225,82542,48916,1,273,24802
105891,175712,6,11785,2.2346845241049613,82544,10661,5,360,38264
21697,42030,7,23566,3.041882622202959,94662,8082,8,210,5251
87885,196728,5,12929,2.777501202490594,89993,29979,1,201,30485
186828,175658,7,24461,3.752893841810954,11180,29814,3,141,37379
60017,117112,2,1588,3.7526161078847755,6015,45213,7,403,49150
39945,21899,9,17791,2.6525931238672573,12745,27710,5,376,32404
77891,98430,6,24611,2.326256697591277,25955,13782,2,66,45648
132988,146909,6,28568,2.0607106259080963,48483,30008,4,242,46869
23631,61562,4,11981,3.8101782885207935,41082,5337,2,447,25640
52233,38402,5,11473,3.994354828054922,25496,1710,0,263,25157
74287,114542,8,17573,2.3511454910437024,81805,2627,2,447,26791
172899,38820,9,17604,3.4927436660983506,3871,19803,7,288,1057
36978,167274,5,5416,3.7516980194408607,78921,43920,7,110,8298
102493,127170,3,3765,2.798441454457415,92978,37206,7,346,12560
139958,151465,5,29062,2.8309515228105973,73261,25144,3,271,16020
43303,13638,2,24967,2.15308381332464,31124,42798,6,372,22698
20018,3317,6,6655,3.6595019012214847,95403,18739,8,33,20419
152434,28955,2,8392,2.4720627381955067,25829,40015,0,441,15362
63328,56525,1,1569,2.441969294846314,81180,40825,3,472,8167
33716,97420,6,6277,3.756955392967377,85704,27441,5,401,23209
132886,157582,8,28678,3.4570613608298606,81943,10187,6,193,31927
111152,95888,7,25919,2.8564675732176394,23927,34573,3,28,33683
37532,107851,5,19035,2.9114841518484678,4792,14171,3,241,21599
22730,95233,6,29789,3.191366074903784,73771,48572,7,298,42881
21111,54565,3,3262,2.0308682695051807,43767,38729,5,168,44883
173640,123179,3,14378,2.3704975163818442,50321,27465,6,114,44837
84665,168174,2,21436,3.361290375222431,43184,37088,6,148,46049
31173,142131,8,14435,3.515919441662149,74036,22308,5,353,1128
133856,66658,1,29014,2.9845421437434894,13879,7811,3,202,28465
151652,146361,3,18363,3.520649197483131,50773,21502,8,247,38397
36364,196424,3,15733,3.7841299354696405,57006,21052,8,352,4673
150045,125064,6,22390,3.8749203981758917,99029,8515,3,278,37677
143170,182743,9,18587,3.1894971132969125,8978,42410,8,264,28825
197104,74521,5,18893,2.234472225364403,43727,42015,8,63,18598
115514,167212,8,17995,2.3230663355233947,67037,21340,8,470,42455
77170,65861,7,4034,3.5858852781088855,83313,13509,5,168,40198
192211,127821,4,26181,2.7036596251338425,60496,24969,9,241,1677
45437,93081,8,19079,3.551861922596461,18374,48042,8,276,41569
32238,71769,6,25912,3.6483804281017562,90052,39896,3,444,25436
37150,21218,1,2581,2.1329862712339986,73148,72,5,149,4508
91496,127978,9,21206,2.6455740083446697,76664,33765,1,287,15292
164977,58080,7,24138,3.9951419753758532,79223,11723,7,327,4464
92930,38525,4,26329,3.3472324566745097,37922,22608,2,369,14461
166184,53746,6,4319,3.5606412336789077,27072,10222,7,388,5625
187244,16909,9,27390,3.6216622988250275,37940,13390,3,450,40113
121574,27175,2,20005,3.8168482889672815,96390,48856,5,489,9991
67644,181577,1,7388,2.5264009060638157,42022,495,6,52,6012
156835,180089,9,773,3.787990451788156,84897,38315,3,97,45682
188467,22541,6,22731,2.6296709263423357,34249,18053,3,302,31382
115361,59967,8,28928,3.7630408018238155,19768,40044,7,102,41504
47935,13292,5,17290,2.1726519021677007,90358,8425,3,249,48135
26841,126759,8,15325,2.7800098186054845,38779,28280,9,257,4199
168202,130558,5,2357,3.43194560045724,52998,5959,2,399,33955
199237,9685,6,3758,2.0699333230138337,46633,45742,2,58,37217
114267,172657,9,14993,2.905958899357114,11545,7991,8,32,26581
33597,84599,5,7238,3.3076405698291658,82429,3941,2,138,16531
192300,152581,9,25586,3.7640967035263087,47677,8240,0,12,33730
129433,116591,6,20728,2.504622127212167,84189,33224,2,143,40565
98940,24436,9,3527,3.3646806506534612,88308,36712,6,375,21801
117599,184656,1,18021,3.037471031902344,30752,46265,3,246,41713
108814,167153,7,23525,2.446505105599627,1536,3967,5,454,45496
157114,125879,7,14306,3.6119000527968765,52675,25779,5,406,41988
46387,2549,5,22255,3.958783834759243,78779,4202,7,466,10868
75608,102149,4,26437,3.7446807710545253,3779,44393,5,81,1749
115004,38131,1,2684,2.422149144684788,89176,33809,4,179,3085
43398,108147,9,26233,2.889187052297421,2573,35182,5,15,1692
85146,195975,8,25363,2.39816433147641,61969,6642,6,468,8192
188913,76510,2,24957,2.732419588693836,64884,45441,3,68,20939
198571,122285,5,22807,3.5338835487961777,2708,39366,6,74,4381
78499,139972,7,12681,3.6105696225478896,99649,35840,2,492,47516
173521,1026,2,19071,2.723787595027733,90854,4654,2,30,45174
85009,90921,6,14906,2.7514285885325185,27147,1446,9,460,26955
170604,147481,6,13550,3.874074959433824,18367,16238,6,122,37675
144713,117088,6,18645,2.461711025837653,60486,42717,5,495,17703
20359,164734,8,13877,2.723842676459058,41037,1547,1,110,12227
138247,5813,8,1391,3.2923586884706317,38174,31673,1,398,25792
97463,34046,9,28103,3.927983377468138,88340,25385,2,459,12121
194357,179931,7,26543,2.233450754269229,73068,31550,0,405,8102
179269,100113,4,18113,3.6235308132461927,55936,27383,0,345,33931
67923,191765,9,10475,3.205654498899642,90946,5722,6,374,39539
101987,119895,8,27389,2.2965405937954655,11335,21136,6,310,4012
118255,28992,9,4735,2.8166295273370707,76329,39981,7,262,6818
150551,195762,9,5728,2.1059879826101797,92562,48195,7,6,8289
141442,66034,8,29813,3.8661446664550883,67760,27970,5,200,41322
55621,134203,3,18707,3.686044760976739,23806,45987,1,172,26088
48326,142281,1,17980,3.4126741290780993,12639,7723,8,402,7474
125308,101203,7,13819,2.214273748018432,33319,17809,9,44,15860
48344,10192,8,6781,3.52386548134414,24294,46905,4,475,6340
110621,91666,2,8283,2.853029584609075,66759,26259,4,411,12808
161567,70370,3,2104,3.392711160347927,18874,4084,1,230,28274
103972,184048,6,17241,3.277374083296628,60511,29848,0,313,19244
151364,104960,4,9923,2.6651897557663338,33601,34163,0,25,10643
183014,139732,2,26282,2.2569068977581432,36253,24980,3,154,46646
174391,52428,5,18038,2.1240555688031,68816,7099,3,338,49788
31027,4976,6,9614,2.704052331595112,12083,32700,9,213,47445
129387,156000,2,13016,3.1349751662223566,91625,16704,0,236,3545
41913,20210,5,21644,2.8939722055851345,736,22127,0,468,27865
154041,48090,3,14588,3.6280074630705323,43130,1997,8,188,27511
36052,63547,2,28886,2.20642826061979,75308,38609,1,294,23776
109477,140886,5,13225,2.2462753099367894,29233,36237,9,272,23443
41329,86010,3,12151,2.5659131990908843,20719,29255,2,365,27071
111757,156468,6,9816,3.148987656188779,11418,2657,2,154,44224
189677,134771,6,16965,3.9013850797490566,21104,27726,7,104,25408
191907,115573,7,26036,2.2357753184869704,38108,19797,7,123,32580
158012,140310,9,16070,2.091024903826136,80660,31213,7,320,23407
146519,130420,6,1932,2.7708105252913415,43569,5518,7,54,20821
162097,62260,9,14254,2.289343190392043,66911,38256,3,424,22683
100515,113142,3,10551,2.491754542725266,72383,21108,0,280,47391
192991,51572,9,14779,2.012613859966941,45569,47311,7,194,19559
164435,18628,3,17218,2.9800157217598016,23759,34140,6,84,35577
26384,107911,9,16991,2.426559239713666,3721,452,7,437,3129
88413,39376,5,1369,3.617665433865873,37941,7684,4,482,35204
146888,121414,7,21760,2.6819681274705287,63617,24622,5,65,3784
194094,101819,3,5140,2.0754927371495855,14291,2853,7,68,23475
58985,195323,7,6894,2.7084980661612343,41972,3417,2,362,2459
67549,160504,9,26400,2.559533833496172,5677,6984,4,312,14528
85430,7065,4,28554,2.235199273036693,50486,7543,1,120,15057
84033,180976,3,2418,2.2588536113568463,95704,20237,3,49,8854
43355,79252,5,12930,3.755992074608705,8468,24268,2,216,33872
45723,149159,2,24898,2.0620260583535877,87203,8979,7,396,10428
121805,30476,8,19437,3.115361904697724,37364,12112,6,83,6598
151326,55477,3,26608,3.6091059674181394,54103,45307,8,305,2639
162561,180709,5,14656,3.188222168063763,43935,15204,0,112,46909
101624,73446,5,24686,3.346064789764898,5168,24850,8,303,49778
56918,20722,1,29324,3.4774932267791323,11949,25638,6,304,48368
114772,90187,1,5564,2.5358922726059543,63666,811,4,163,41300
84161,199388,8,19440,3.0770346197076517,38456,23810,8,43,30463
197683,106462,2,13878,2.7921579731312,85236,2849,6,365,12636
34306,137119,2,21816,2.5607705235289,43883,32940,2,133,23563
86561,63368,9,5771,2.499358207329997,79947,18148,9,214,15209
44109,180354,4,137,3.667185950252456,86076,38541,4,463,1417
167112,9764,7,22940,2.0877015294941046,59472,32572,1,170,34720
117985,50492,5,20450,3.361795850506299,98575,30937,8,230,24808
50646,188490,5,27553,3.345609696181132,59764,13125,5,328,33847
92710,195979,4,20083,3.239218387002223,80324,31134,2,221,15431
109505,103601,5,9080,3.617010714522038,51388,1481,5,369,39582
137685,71367,5,27207,2.368362143662398,75419,26206,2,278,28493
57457,128753,9,29155,2.2719646463643555,10899,5812,6,366,6616
162868,37659,1,28458,3.115536497010954,4080,43605,8,4,26276
107086,51468,3,2402,2.120845560557844,13018,26864,1,366,18247
186879,72768,9,5761,3.2087476983874934,93470,41131,7,331,34177
173841,44657,2,17505,2.5761552274529995,6687,39553,6,96,24245
106371,177198,6,16543,3.236979359460828,43009,6574,5,216,42043
111162,164062,7,6491,2.6187177168593303,1981,18410,2,485,27103
53303,197285,3,17466,3.505879854929076,6327,18277,1,68,17447
179683,20809,3,2891,3.308277190286387,35512,45675,3,9,31340
95529,42832,2,23893,3.466873077658833,37832,43935,6,249,40366
115559,192992,3,10873,3.265180045571183,4527,48680,5,31,9996
196348,156721,4,2963,2.7942429754844524,68246,32012,0,37,1482
52876,30112,1,23306,3.0963562243720033,50827,21578,5,157,34696
189192,175306,9,16750,3.0207145709502248,43447,4280,2,320,25494
188241,67868,8,25156,2.1545014090760777,39302,4663,7,461,42619
87231,7260,5,3654,2.1786507539833457,99831,34498,4,36,43448
150086,99471,2,23025,3.226663303774704,62612,39930,2,416,2110
174156,32819,8,1403,3.100675565352974,26038,40304,3,7,46740
117423,141410,7,6996,3.745322862946799,7435,40147,7,81,44745
149371,195433,8,28702,2.5679242896752346,66052,3166,1,11,5752
199872,29528,1,21251,2.2403288833421184,69595,20567,7,83,47599
131883,151730,8,12377,3.013018396105445,55247,45848,9,499,27589
171980,59152,7,2729,2.4213279358890274,41749,44320,1,50,17864
134165,26089,1,9450,2.2423040946761956,29217,9027,2,208,24856
42362,133957,2,22754,2.3401911567921196,87394,25853,0,16,10909
173413,17765,9,12109,2.400967205482462,95566,33295,9,38,44931
156863,180205,9,17197,2.975733312275291,98108,33913,1,72,12144
165144,48193,7,20366,3.644562320465476,19434,46654,4,78,3345
173349,9126,7,8646,3.4298963752681004,14125,22803,6,330,16363
41690,167316,4,18819,2.156713939189305,56476,8402,1,406,28010
43839,170347,8,26901,3.322133374328854,87244,16536,3,161,24786
56284,145313,7,3690,3.857283989401747,78062,32202,5,360,2750
104623,170306,4,17507,3.2933775197165858,46120,40539,3,460,5523
36918,124885,6,24470,3.7743922616926895,96778,47396,3,407,21315
198709,21820,1,4218,3.020722234595604,98671,46723,0,196,9362
138018,136093,1,27942,2.8119342692402904,90233,33665,8,272,38228
199572,32725,8,1422,3.178648955527361,80499,49417,4,269,16752
164844,180903,6,3889,3.4409711431469074,84404,33059,1,57,13260
194187,121873,2,1558,2.243311007080841,23449,30503,5,144,20934
96748,113223,3,13694,3.393111143641915,308,13017,8,294,2867
99907,126045,3,26905,2.4310986460748927,41898,23353,8,405,44982
75380,30137,7,13911,3.935625668979548,49455,10526,0,481,15762
136406,44624,5,25862,2.5560076085672208,42076,20172,2,51,31220
36331,108105,8,29896,2.009917749171427,78676,38039,5,405,6491
32799,82443,8,20935,2.288591800519412,14319,28634,9,252,40333
117928,11415,8,17376,2.1095915621987777,97303,46335,3,450,24126
194237,59355,8,29761,3.3863821730946615,63721,43684,0,190,4167
184897,104220,9,1009,2.2045398338701494,68344,47698,6,216,40093
176012,175308,5,11944,3.665132583481566,23985,37096,4,69,7737
51573,155171,6,28780,3.2749590893310065,1012,17283,1,70,48345
60012,105604,9,21720,2.894096400350192,22419,17258,9,93,41147
124467,71196,7,29917,2.690099642029518,55048,26485,0,499,14607
175727,15582,4,2832,3.768526238506931,58829,2065,5,70,1182
81665,129728,8,1215,2.5978387863037815,14507,39260,9,98,3768
106136,15334,3,26396,3.1012853837024226,81908,20512,1,75,22999
25580,194743,5,1543,2.0019422540227607,97413,2018,6,485,39612
140787,19375,9,2327,2.03723176032568,59312,20378,8,28,13242
176037,35877,5,23235,3.0991573454350863,9947,37409,2,83,44787
169688,34531,5,10585,2.2067561384778287,46527,31062,5,454,43814
32718,10108,8,16929,3.6201709809152023,67164,23207,1,417,38152
121822,48683,6,7069,2.6352996863359053,58343,39122,1,60,9898
88451,131376,9,14291,2.1083254880414923,33743,39927,9,7,49042
57088,14976,2,13358,3.9138182922241773,75532,12957,0,217,10026
152318,37897,4,15337,2.2872758512911426,35303,18250,1,331,44925
44511,38717,3,28039,2.58320262635137,31608,46788,1,25,40469
64376,132598,6,1027,3.770981905605179,15714,37110,6,416,8468
170704,99726,2,20928,2.304732588252353,23947,29698,5,45,11012
45062,194905,5,27520,2.604567059272707,1452,29526,1,149,37750
48724,71309,8,1149,2.051780814665844,61382,33988,3,10,29410
161564,191841,4,26307,3.607278850475463,45766,41771,7,259,48238
154577,136470,5,27096,3.0294515480459525,84804,36045,8,132,5846
31038,17715,2,2246,2.911802842049161,20372,15535,3,118,3685
144823,8511,6,25435,2.021862512776631,44318,15901,1,480,39082
103633,101442,6,4599,3.887596213303264,15258,34576,7,193,45473
178738,196373,8,25444,3.0289122846169265,65409,1485,1,137,45029
99998,107316,9,4947,2.599043574434363,10705,16293,5,104,11390
59775,31622,3,16748,3.5035277110821683,82216,8597,2,395,6734
145801,162038,1,17365,2.128065534487087,18608,12304,4,223,13050
46469,18028,9,16098,2.67514901389855,38868,6261,0,368,41966
103101,95632,3,11572,3.770472700321605,43587,29219,4,67,16158
59065,1583,4,1119,3.5515736457978324,57521,8075,1,223,26440
199623,90110,2,8034,2.181341952308993,40351,11792,6,152,30968
98210,2630,4,16447,2.274111679785356,996,2391,6,400,25895
125865,8933,2,17639,3.769268828613245,87328,43911,7,169,38196
37328,40981,9,15977,3.2386429756653303,98737,1659,9,328,5171
37262,126731,8,21146,2.0659006294735773,54037,43961,5,132,32296
147053,21603,9,23699,2.1793785549670215,45627,44875,1,156,9522
68637,188436,9,1578,3.396063577623796,72751,31852,2,279,2766
36319,98893,1,6423,3.73232343989974,12824,15242,2,212,17257
98817,146348,8,12142,3.4566439159320925,28873,47444,3,448,2319
146564,79346,6,1915,3.3332491409324527,67335,36918,2,126,37138
52183,60080,2,21682,3.09554417884385,98963,7606,6,217,31628
102822,174722,4,28759,2.346410907599763,30617,6958,8,433,45401
64469,18645,3,29317,3.014993232545271,79106,42110,7,463,19157
97465,171581,2,4167,2.0786033049959105,58004,15836,9,408,15637
127029,38700,5,11047,3.491619154299393,92384,39543,3,366,5039
179581,73827,6,5529,3.5826497205555845,54966,9229,0,250,22585
23672,179174,1,28581,2.392684963598281,71897,35297,7,478,25749
106519,66498,3,4520,2.8039048932263464,3085,44764,1,483,22733
60882,107553,2,8834,3.990990895312267,26889,4277,0,442,45132
59353,74728,9,21504,2.583581710300325,40744,21778,2,235,33839
122992,10288,5,11621,2.5826504994330053,45991,29421,8,403,49420
126409,103171,4,2137,3.7141772041119516,73569,20304,2,153,25331
147653,108926,3,13309,2.6746011845057325,14351,3250,9,231,33508
149559,161747,3,21721,2.330988183460394,13593,45238,7,441,8220
39193,89627,5,8594,2.3798517023647086,14773,547,9,238,40992
175980,198390,3,14352,3.7033857490139974,54433,21517,6,47,28967
165701,138525,6,29660,3.3552341371284213,595,28925,2,428,25442
37450,134274,7,11133,3.210150407753013,39025,49718,8,337,25240
46397,26752,9,26079,3.467032183733548,83344,22302,7,346,9578
102219,27129,6,7783,2.6743826553465295,91256,31111,0,131,45558
46217,146987,8,15563,3.3002638892935945,48465,14204,5,118,10964
85752,141318,2,4518,2.1072761604749717,18514,3093,3,229,17242
72203,193408,4,15794,2.196088155350901,99814,22248,5,143,22498
159444,128767,9,12189,3.5455805506670632,96152,14619,7,28,45016
93162,106211,2,27760,2.8379518327523767,25437,45286,5,306,22777
121217,116929,7,3956,3.76624119153845,69389,21895,2,158,46918
40446,71330,5,29030,3.8351494161352155,78973,46130,3,146,24631
72681,74849,4,21494,2.856440895067423,66088,30054,0,476,36138
84202,157378,7,7651,2.2097721714520895,64573,32040,2,477,49600
173849,180189,6,7965,3.277903127265583,38046,38390,2,427,44758
189562,154925,6,4193,2.614058830516762,14800,24137,1,146,33769
79023,195293,6,15452,2.7075121801451383,76099,47095,9,26,45032
116012,22144,9,9046,2.1789849627809894,19834,33958,4,134,45854
91837,118963,1,11043,3.386735402287015,51884,40816,8,496,26745
99453,25835,2,257,2.2014438902314035,74489,9758,4,349,22772
134259,144392,6,15806,3.786352901716125,13428,38673,3,9,24133
186780,4732,9,3224,3.8538095437113,62175,42500,5,298,9774
199587,23543,5,2584,3.0363740193550806,48686,36617,1,171,8908
79162,7143,8,7371,3.8399251125937095,49205,12613,8,122,14403
173846,68572,7,29296,3.6972510382683543,59747,3925,0,97,23475
30651,102439,1,29838,2.315088478946512,56479,2106,9,481,13513
59979,94889,1,11970,2.513305818984214,46063,29240,5,488,41196
57309,126441,4,25516,3.386949883400589,38243,3334,9,398,30778
27796,62765,1,2579,3.592422006669126,66941,45908,2,207,39417
131170,7971,5,17449,2.0665535082415465,75202,47490,4,1,22382
187920,121731,2,6648,2.545632468772899,25255,46092,4,165,32927
62033,83423,2,15947,3.672959165831191,9667,26027,3,159,35947
37192,146812,5,15486,3.2992421085420007,38459,29998,8,349,39843
171624,115850,8,5701,2.3013778520128434,80058,38478,8,28,46210
105078,112538,4,8016,3.471580062522457,5602,20236,0,470,35120
174147,85801,8,27134,2.89253637997951,92913,45335,1,272,35345
143530,79189,2,20951,2.7550344384710357,53970,17281,8,269,41857
124954,99863,3,22943,2.354594503738798,77261,47765,3,8,43985
122952,81918,8,3092,3.6703502427109242,48244,30275,1,293,25668
166899,196073,9,23557,3.952140531285038,56227,27515,3,362,44758
31742,26222,4,17034,2.062490626905025,99237,42229,1,421,21102
145823,140010,6,134,3.4286133393878044,17122,43777,5,13,11180
150038,76957,8,29199,3.4543148911880026,44619,11498,6,484,21619
195275,32111,1,11592,3.574578142110351,22323,35016,3,164,24274
145222,38764,7,20298,3.866707582305558,83849,46931,8,451,49246
56497,181343,7,18090,3.3315802517931012,92303,23931,0,357,6276
172231,109001,5,14093,2.4334544962749853,64312,16025,3,430,42622
26036,178747,4,17345,3.145816445698162,74623,39615,5,220,45168
28918,141584,1,28534,3.8746556305121445,78672,6907,7,478,19720
178182,52256,6,11083,3.5889986161857372,49564,23829,3,164,37926
122058,137063,5,15839,2.6609098756454435,38151,48497,8,61,23492
92348,21904,4,13458,3.636216767267761,43225,48502,9,103,15057
38810,48111,6,18575,2.6947830406313917,72411,21610,8,349,7546
143106,79910,2,27493,2.937530494629038,48478,23990,6,194,12188
126168,131137,5,26958,3.4768451673563723,88231,34720,4,104,34039
110566,38301,8,9744,3.0120057750787446,60975,48442,9,478,44708
25563,184369,7,22436,3.9366559270272,53962,2386,5,342,47411
191409,167428,3,8577,2.608630462849835,9646,33398,8,395,32734
77779,105817,8,12923,3.3599857875280374,60973,17298,2,363,42768
44373,99366,8,27201,2.1181491636662457,96272,7239,5,71,26151
128979,89390,4,5184,3.580846607820165,3008,31609,9,341,10655
50401,67756,8,27954,2.4858174507674864,5559,20806,8,497,43041
168177,162021,2,5652,2.981730131873998,69152,11516,4,8,20386
36991,13831,5,25735,2.592821676590452,6236,44205,4,429,5144
156358,37587,9,21986,3.946157120187635,78452,35507,7,279,46133
73300,99034,7,10811,3.6482602435009017,80259,21589,0,41,42224
138385,176314,8,18597,2.3595473210348783,83421,11226,3,410,42830
58180,161701,4,17611,2.9632624942011057,62608,40914,4,131,9981
139334,153178,9,1625,2.023516070735032,89313,13612,1,343,46028
175736,107431,5,2668,2.9033396321118623,13683,11408,1,288,34458
177855,104979,4,24294,2.302622413031482,22871,3291,9,444,3176
181772,13622,8,21238,2.9406155734439947,83056,49712,1,40,19783
189866,8962,8,11544,2.197932471350888,92423,14728,1,177,19459
167730,21973,1,5249,2.3191166911751973,65322,41432,9,0,26728
22419,175104,6,13816,3.8690293372243456,79988,1084,9,298,49734
142457,119053,3,338,2.425262208189372,29389,32632,0,226,48422
169938,125452,7,23652,3.9513733547471097,11925,19080,2,406,46039
48596,178974,8,10603,3.307740822529448,84983,47882,0,400,8893
199483,104348,7,12158,2.419397864940084,37436,41883,5,63,12649
178771,82663,2,28388,3.714341972700013,82427,22911,8,31,24371
45000,183118,6,10268,3.806291949132431,97923,36422,7,263,2878
117902,22893,5,11554,3.6481575833169204,9064,8161,9,158,42639
102818,174858,7,9544,2.1880425871911715,94131,33335,8,376,22805
145419,178804,1,15173,3.4074386726161925,90433,18847,8,101,17777
78524,47561,5,5700,2.778387559394848,86448,2118,7,347,36988
112209,96075,8,16086,2.4439846399127685,68528,15170,3,392,17047
96467,32779,7,28623,2.9840332043009603,36785,20391,4,123,36950
78986,169124,3,6830,2.9337297238850937,69618,26117,0,471,6324
91343,107784,7,18543,2.4070508873420615,82904,46431,7,220,30308
38070,165034,7,13180,3.6106767039313734,77627,46476,9,356,11317
66512,49600,2,19870,2.987038376105212,71866,8243,5,104,40409
89794,24976,1,3451,2.1594036500008755,72586,6885,7,146,19992
124841,40553,5,17327,3.2946211415408944,25277,1067,0,57,38528
46117,24916,5,15778,3.7752514967568125,93972,20927,5,136,43669
153300,96917,9,16157,3.4258684534535537,43460,46805,7,273,34572
109163,141448,8,188,3.7041484760478505,16966,20653,3,463,16281
60774,62757,2,6822,3.596910988129469,57360,9989,1,172,11333
133890,91404,4,24023,3.3452483958813835,95387,33775,2,53,15892
60463,122708,7,4993,2.5643676412120464,64871,27336,6,368,21302
57503,52731,6,29618,2.026787207756833,16466,6130,6,431,13330
